ltable_id,rtable_id
1549,18949
1549,19637
1549,20788
1549,21059
1549,21703
1740,3636
1740,4290
1740,6485
1740,6486
1740,10491
1740,10493
1740,10494
1740,14452
1740,18949
1740,19637
1740,20788
1740,21059
1740,21703
1752,3636
1752,3684
1752,4290
1752,6483
1752,6485
1752,6486
1752,7953
1752,7974
1752,10491
1752,10493
1752,10494
1752,12179
1752,14452
1752,15877
1752,16926
1752,18192
1752,18315
1752,18949
1752,19637
1752,20788
1752,21059
1752,21703
1822,3636
1822,4290
1822,4389
1822,6485
1822,6486
1822,7974
1822,10493
1822,10494
1822,12179
1822,14452
1822,15623
1822,18949
1822,19637
1822,20788
1822,21059
1822,21703
1935,3636
1935,6486
1935,10391
1935,10491
1935,10493
1935,10494
1935,12179
1935,16926
1935,18020
1935,18315
1935,18949
1935,19637
1935,20788
1935,21059
1935,21703
2314,3636
2314,6486
2314,7974
2314,10491
2314,10493
2314,10494
2314,12179
2314,14452
2314,16926
2314,18315
2314,18949
2314,19637
2314,20788
2314,21703
58,16953
589,15495
195,10072
186,5103
314,7114
314,11112
314,18750
314,20171
314,20755
388,9127
864,5103
864,21279
1480,5103
1480,5104
1547,5105
1547,19534
1547,20755
1758,5103
2194,5101
2194,5104
2194,19610
2345,15061
2345,21279
1044,3009
2476,6955
2193,5682
2193,19193
218,5046
218,20086
375,5041
1185,830
1185,11039
1185,20086
497,5690
497,6999
497,9029
497,11945
497,15096
497,16256
497,16543
497,16545
497,16546
497,16547
497,16752
497,16753
497,16754
497,16847
497,16848
497,16849
497,16850
497,16851
497,16852
497,16853
497,16854
497,17120
497,17121
497,17125
497,17126
497,17339
497,17340
497,17431
497,17432
497,17433
497,17434
497,17654
497,17753
497,17754
497,17755
497,17758
497,17759
497,17760
497,17991
497,18077
497,18078
497,18079
497,18083
497,18084
497,18367
497,18368
497,18369
497,18370
497,18371
497,18374
497,18593
497,18973
497,19038
497,19261
497,19804
497,19805
497,20083
497,20084
497,20312
497,20744
497,20965
497,21278
497,21713
1091,1058
1091,11945
1091,19039
1335,503
1335,2399
1335,3071
1335,4373
1335,5999
1335,10442
1335,12039
1335,20744
1531,278
1531,1058
1531,6513
1531,14948
1531,15096
1531,16256
1531,16543
1531,16545
1531,16850
1531,16852
1531,16853
1531,16854
1531,17120
1531,17121
1531,17123
1531,17125
1531,17339
1531,17431
1531,17434
1531,17655
1531,17753
1531,17754
1531,17755
1531,17757
1531,17992
1531,18077
1531,18079
1531,18084
1531,18367
1531,18368
1531,18371
1531,18374
1531,18593
1531,18973
1531,19038
1531,19261
1531,19804
1531,19805
1531,20083
1531,20084
1531,20312
1531,20965
1531,21278
1531,21713
1570,278
1570,1058
1570,5690
1570,6513
1570,6999
1570,7000
1570,7514
1570,9029
1570,11945
1570,15096
1570,16256
1570,16543
1570,16545
1570,16546
1570,16752
1570,16753
1570,16847
1570,16848
1570,16849
1570,16850
1570,16851
1570,16852
1570,16853
1570,16854
1570,17120
1570,17121
1570,17123
1570,17124
1570,17125
1570,17126
1570,17339
1570,17340
1570,17431
1570,17432
1570,17433
1570,17434
1570,17654
1570,17655
1570,17753
1570,17754
1570,17755
1570,17757
1570,17758
1570,17759
1570,17760
1570,17991
1570,17992
1570,17993
1570,18077
1570,18078
1570,18079
1570,18081
1570,18082
1570,18083
1570,18084
1570,18367
1570,18368
1570,18369
1570,18370
1570,18371
1570,18374
1570,18593
1570,18973
1570,19261
1570,19804
1570,19805
1570,20083
1570,20084
1570,20312
1570,20744
1570,20965
1570,21278
1570,21713
1570,21874
1639,2215
1646,278
1646,1058
1646,5690
1646,7000
1646,9029
1646,15096
1646,16256
1646,16543
1646,16545
1646,16546
1646,16547
1646,16752
1646,16753
1646,16754
1646,16847
1646,16848
1646,16849
1646,16850
1646,16852
1646,16853
1646,16854
1646,17120
1646,17121
1646,17123
1646,17124
1646,17125
1646,17126
1646,17339
1646,17340
1646,17431
1646,17432
1646,17433
1646,17434
1646,17654
1646,17655
1646,17753
1646,17754
1646,17755
1646,17757
1646,17759
1646,17760
1646,17991
1646,17992
1646,17993
1646,18077
1646,18078
1646,18079
1646,18081
1646,18082
1646,18083
1646,18084
1646,18367
1646,18368
1646,18370
1646,18371
1646,18374
1646,18593
1646,18973
1646,19261
1646,19804
1646,19805
1646,20083
1646,20084
1646,20312
1646,20965
1646,21278
1646,21713
2019,278
2019,4373
2019,5690
2019,6513
2019,6999
2019,7000
2019,9034
2019,14952
2019,15096
2019,15948
2019,16256
2019,16545
2019,16546
2019,16547
2019,16752
2019,16753
2019,16754
2019,16847
2019,16848
2019,16849
2019,16850
2019,16851
2019,16852
2019,16853
2019,16854
2019,17120
2019,17121
2019,17123
2019,17124
2019,17126
2019,17339
2019,17340
2019,17432
2019,17433
2019,17434
2019,17654
2019,17655
2019,17753
2019,17757
2019,17758
2019,17759
2019,17760
2019,17991
2019,17992
2019,17993
2019,18078
2019,18079
2019,18081
2019,18082
2019,18083
2019,18084
2019,18367
2019,18368
2019,18369
2019,18370
2019,18371
2019,18374
2019,18593
2019,19038
2019,19039
2019,19261
2019,19804
2019,19805
2019,20083
2019,20084
2019,20312
2019,20965
2019,21278
2019,21713
2019,21874
2019,21881
2426,278
2426,4373
2426,5840
2426,6513
2426,7000
2426,15096
2426,16256
2426,16543
2426,16545
2426,16753
2426,16848
2426,16849
2426,16850
2426,16852
2426,16853
2426,16854
2426,17121
2426,17123
2426,17124
2426,17125
2426,17339
2426,17340
2426,17431
2426,17434
2426,17499
2426,17654
2426,17753
2426,17754
2426,17755
2426,17757
2426,17759
2426,18077
2426,18078
2426,18079
2426,18082
2426,18084
2426,18368
2426,18371
2426,18374
2426,18593
2426,18973
2426,19038
2426,19261
2426,19804
2426,19805
2426,20083
2426,20084
2426,20312
2426,20965
2426,21278
2426,21713
2426,21874
2469,11945
316,2693
714,16478
1301,6494
721,7745
721,11741
721,13702
721,14127
721,17829
721,18341
721,19408
721,20829
1086,20548
1291,20548
1904,3726
1904,20548
2520,15683
721,16165
623,14735
1029,16165
735,12273
2447,12511
168,20286
359,4583
359,20097
709,20097
797,17481
797,20097
931,4583
931,17481
931,20097
1175,4583
1175,4584
1175,17481
1175,19245
1175,20097
1403,4583
1403,4584
1403,17481
1403,20097
1403,21315
1534,20097
1832,4583
1832,4584
1832,20097
1961,4583
1961,4584
2507,20097
1286,3269
1286,17110
1286,17111
1286,17414
1286,17415
1286,17738
1286,18066
1286,19732
1286,20391
117,18523
305,18523
603,21731
854,4045
854,6537
854,10078
976,3325
976,18523
1218,5267
1218,12470
1218,18523
1297,18523
1384,18523
1936,11295
2522,3324
664,6344
664,14332
664,18016
1028,6344
1028,14332
1028,18016
1415,14332
1415,18017
1415,20930
2049,2427
2049,2987
2049,6344
2049,14332
2049,18016
2049,18017
2049,20930
2393,2427
2393,2987
2393,6344
2393,10392
2393,18016
2466,14332
2466,18017
378,277
378,5859
378,17820
378,21690
1036,277
1036,6697
1036,18703
1607,277
1617,277
1751,20117
599,556
722,12995
1907,10481
2047,8524
114,9223
114,13903
114,17214
114,20841
920,17214
1208,3254
1208,16935
1208,17214
1208,20841
1473,3250
1473,17214
1473,20841
1813,1607
1813,3253
1813,17214
1813,20841
2013,20841
2328,17214
474,1227
474,13202
474,20470
1650,1227
1650,7198
1650,20470
6,236
6,3022
6,9015
6,18109
6,18293
6,18332
19,236
19,5011
19,6195
19,6971
19,6988
19,9281
19,13057
19,16324
19,17428
19,18109
19,18138
19,18293
19,18332
19,18458
19,20082
19,20395
25,236
25,1904
25,4968
25,5010
25,6971
25,16324
25,18109
25,18138
25,18293
25,18332
25,20082
34,236
34,1904
34,5010
34,5011
34,16324
34,16391
34,18109
34,18138
34,18293
34,18332
34,20679
73,236
73,1904
73,16324
73,18109
73,18138
73,18293
73,18332
73,20679
95,236
95,3037
95,4400
95,4968
95,5010
95,5252
95,16324
95,17842
95,18109
95,18138
95,18293
95,18332
95,20679
241,6426
241,6973
241,9056
241,19306
241,19859
241,20957
428,236
428,18109
428,18138
428,18293
428,18332
428,20082
428,20679
512,236
512,1904
512,5010
512,5011
512,9060
512,13586
512,17430
512,18109
512,18138
512,18293
512,18332
512,20082
512,20395
512,20679
610,2574
610,3022
610,3034
610,3037
610,4400
610,4746
610,4968
610,4976
610,5010
610,5015
610,5060
610,6195
610,6291
610,6596
610,6973
610,6988
610,8637
610,8661
610,8990
610,9056
610,9281
610,10074
610,10962
610,13209
610,13586
610,14915
610,14936
610,15019
610,15020
610,17842
610,18365
610,18457
610,18458
610,18663
610,18731
610,18745
610,18963
610,19036
610,19519
610,19529
610,19859
610,20450
610,20752
610,20957
610,21459
610,21505
610,21921
647,236
647,1904
647,3037
647,3057
647,4400
647,5010
647,5011
647,6291
647,6971
647,16324
647,17430
647,18109
647,18138
647,18293
647,18332
647,20679
719,236
719,4400
719,4968
719,5010
719,16324
719,18109
719,18138
719,18293
719,18332
789,236
789,4400
789,4968
789,5010
789,18109
789,18138
789,18293
789,18332
789,20679
801,236
801,4968
801,18109
801,18138
801,18293
801,18332
801,20679
839,236
839,4400
839,18109
839,18138
839,18293
839,18332
839,20679
870,236
870,3037
870,4400
870,5010
870,16324
870,18109
870,18138
870,18293
870,18332
870,20679
883,236
883,5252
883,18109
883,18138
883,18293
883,18332
883,20679
908,236
908,13023
908,18109
908,18293
908,18332
930,6973
930,9056
930,10962
930,19036
930,20450
930,21505
945,236
945,3037
945,3103
945,5011
945,16324
945,16391
945,18109
945,18138
945,18293
945,18332
945,20679
983,236
983,3022
983,5011
983,18109
983,18293
983,18332
992,236
992,18109
992,18138
992,18293
992,18332
992,20679
1038,1904
1038,4581
1038,5011
1038,6971
1038,10074
1038,18054
1038,19035
1038,19306
1038,19859
1038,20082
1038,20394
1074,11239
1074,20740
1142,1904
1142,3022
1142,3034
1142,8990
1142,9020
1142,14277
1142,17199
1142,19306
1142,19529
1142,20450
1142,20957
1142,21459
1142,21505
1194,236
1194,4400
1194,5010
1194,5011
1194,5252
1194,18109
1194,18138
1194,18293
1194,18332
1194,20395
1194,20679
1237,236
1237,1904
1237,5011
1237,5252
1237,6971
1237,6974
1237,18109
1237,18138
1237,18293
1237,18332
1237,20395
1237,20679
1364,2574
1364,3022
1364,3032
1364,3037
1364,4746
1364,4968
1364,4976
1364,5010
1364,5015
1364,6195
1364,6291
1364,6596
1364,6973
1364,6988
1364,7021
1364,8637
1364,8661
1364,8990
1364,9020
1364,9056
1364,9281
1364,10074
1364,10962
1364,13209
1364,13586
1364,14915
1364,14935
1364,14936
1364,15019
1364,15020
1364,17842
1364,18054
1364,18365
1364,18457
1364,18458
1364,18663
1364,18731
1364,18745
1364,18963
1364,19036
1364,19306
1364,19519
1364,19529
1364,19859
1364,20395
1364,20450
1364,20752
1364,20957
1364,21459
1364,21505
1364,21921
1400,236
1400,5011
1400,18109
1400,18138
1400,18293
1400,18332
1400,20679
1433,2574
1433,3022
1433,3037
1433,4400
1433,4746
1433,4968
1433,4976
1433,5010
1433,5011
1433,5015
1433,5060
1433,6195
1433,6291
1433,6596
1433,6973
1433,6988
1433,7021
1433,8637
1433,8661
1433,8990
1433,9020
1433,9056
1433,9281
1433,10074
1433,10962
1433,13018
1433,14915
1433,14935
1433,14936
1433,15019
1433,15020
1433,16255
1433,17199
1433,17284
1433,17752
1433,17842
1433,18054
1433,18365
1433,18457
1433,18458
1433,18663
1433,18731
1433,18745
1433,18963
1433,19036
1433,19306
1433,19519
1433,19529
1433,19859
1433,20450
1433,20752
1433,20957
1433,21459
1433,21505
1433,21921
1522,236
1522,1025
1522,6596
1522,6971
1522,6988
1522,16255
1522,17199
1522,18109
1522,18293
1522,18332
1522,19859
1522,20082
1522,20395
1593,2574
1593,3022
1593,3034
1593,3037
1593,4581
1593,4968
1593,4976
1593,5015
1593,5060
1593,6195
1593,6291
1593,6596
1593,6988
1593,7887
1593,8637
1593,8990
1593,9056
1593,9281
1593,10074
1593,11239
1593,13586
1593,14915
1593,14936
1593,15019
1593,15020
1593,17199
1593,17752
1593,17842
1593,18054
1593,18293
1593,18365
1593,18663
1593,18745
1593,18963
1593,19036
1593,19519
1593,19529
1593,19859
1593,20394
1593,20450
1593,20752
1593,20957
1593,21459
1593,21505
1593,21921
1624,236
1624,1904
1624,3037
1624,5010
1624,5011
1624,5013
1624,16324
1624,18109
1624,18138
1624,18293
1624,18332
1624,20679
1626,236
1626,6291
1626,6596
1626,6971
1626,6988
1626,17426
1626,18109
1626,18293
1626,20395
1672,2574
1672,3022
1672,6596
1672,13209
1672,13586
1672,17199
1672,17842
1672,18663
1672,19036
1672,20957
1672,21505
1727,11
1727,197
1727,1029
1727,1034
1727,1037
1727,1039
1727,1041
1727,1078
1727,1310
1727,1898
1727,1899
1727,1904
1727,1964
1727,3022
1727,3034
1727,3043
1727,3044
1727,3045
1727,3832
1727,3839
1727,4953
1727,4955
1727,4958
1727,4959
1727,4960
1727,4965
1727,5850
1727,5855
1727,6967
1727,6974
1727,6981
1727,7873
1727,9000
1727,9002
1727,9003
1727,9007
1727,9009
1727,9019
1727,9281
1727,10965
1727,10966
1727,10968
1727,10969
1727,11875
1727,13005
1727,13010
1727,13028
1727,13061
1727,13209
1727,13586
1727,13622
1727,13667
1727,13814
1727,14693
1727,14929
1727,14930
1727,14932
1727,14980
1727,15810
1727,16113
1727,17284
1727,18732
1727,19036
1727,19158
1727,19529
1727,19591
1727,19857
1727,19859
1727,20158
1727,20270
1727,20448
1727,20584
1727,21333
1727,21547
1727,21825
1727,21826
1727,21880
1802,236
1802,17842
1802,18109
1802,18138
1802,18293
1802,18332
1802,20679
1818,2574
1818,3022
1818,3037
1818,4976
1818,5010
1818,5015
1818,5060
1818,6291
1818,6426
1818,6596
1818,6973
1818,6988
1818,8637
1818,8990
1818,9056
1818,9281
1818,10074
1818,13586
1818,14936
1818,15019
1818,15020
1818,16325
1818,17842
1818,18365
1818,18457
1818,18663
1818,18731
1818,18745
1818,18963
1818,19036
1818,19519
1818,19529
1818,19859
1818,20450
1818,20752
1818,20957
1818,21459
1818,21505
1818,21921
1923,236
1923,18109
1923,18138
1923,18293
1923,18332
1923,20679
1932,236
1932,1904
1932,5010
1932,5011
1932,16324
1932,18109
1932,18138
1932,18293
1932,18332
1932,20082
1932,20679
1948,1904
1948,3022
1948,3034
1948,5011
1948,6596
1948,8990
1948,9056
1948,9281
1948,10074
1948,13209
1948,13586
1948,14915
1948,17199
1948,17284
1948,17842
1948,18365
1948,18663
1948,18963
1948,19036
1948,20394
1948,20450
1948,21505
1977,2574
1977,3022
1977,3034
1977,6596
1977,7887
1977,8990
1977,9056
1977,9281
1977,10074
1977,13209
1977,13586
1977,17199
1977,17842
1977,18365
1977,19036
1977,19859
1977,20450
1977,20957
1977,21505
1981,236
1981,4968
1981,5010
1981,17430
1981,17842
1981,18109
1981,18138
1981,18293
1981,18332
1981,20679
2002,236
2002,4968
2002,5010
2002,5252
2002,16324
2002,18109
2002,18138
2002,18293
2002,18332
2002,20679
2056,236
2056,1904
2056,5010
2056,5011
2056,18109
2056,18138
2056,18293
2056,18332
2056,20679
2084,3022
2084,3034
2084,6596
2084,9056
2084,10074
2084,13209
2084,13586
2084,17199
2084,17842
2084,18963
2084,19036
2084,19529
2084,20394
2084,20957
2084,21505
2097,236
2097,5252
2097,18109
2097,18138
2097,18293
2097,18332
2097,20679
2133,1904
2133,3022
2133,4581
2133,5011
2133,9281
2133,10434
2133,18054
2133,19306
2133,20082
2158,2574
2158,3022
2158,3034
2158,5011
2158,6596
2158,6971
2158,7887
2158,8990
2158,9281
2158,10074
2158,13209
2158,13586
2158,14923
2158,17199
2158,17284
2158,17842
2158,18293
2158,18365
2158,18963
2158,19036
2158,19529
2158,20082
2158,20394
2158,20395
2158,20450
2158,20957
2158,21505
2183,236
2183,1904
2183,3037
2183,5010
2183,5252
2183,14936
2183,16324
2183,17842
2183,18109
2183,18138
2183,18293
2183,18332
2183,20679
2199,236
2199,5010
2199,6971
2199,16391
2199,17430
2199,18109
2199,18293
2199,18332
2199,20395
2199,20679
2292,236
2292,18109
2292,18138
2292,18293
2292,18332
2292,20679
2344,236
2344,1904
2344,3037
2344,4400
2344,4968
2344,5010
2344,5011
2344,6291
2344,6971
2344,16324
2344,18109
2344,18138
2344,18293
2344,18332
2344,20395
2344,20679
2374,236
2374,5010
2374,18109
2374,18138
2374,18293
2374,18332
2374,20679
2405,236
2405,1904
2405,4968
2405,5010
2405,16324
2405,18109
2405,18138
2405,18293
2405,18332
2405,20679
2450,18109
2450,18293
2450,18332
681,20251
2139,101
8,18228
944,317
944,18228
944,18854
1583,317
1583,18228
1666,317
1666,6194
1666,6206
1666,10000
1666,16474
1666,17796
1666,18228
1666,18618
1666,18854
1666,19209
1978,317
1978,18228
2062,317
2062,16474
2062,18228
2062,18618
2062,18854
2217,18228
2217,19467
2243,481
2243,18228
2254,317
2254,10000
2254,16474
2254,16570
2254,18228
2254,18618
2254,18854
2254,19209
2274,317
2274,356
2274,18228
2274,18854
2349,317
2349,6206
2349,10000
2349,16474
2349,18228
2349,18618
2349,18854
2538,10000
2538,18228
2538,18618
2538,18854
921,20935
1123,498
339,6104
339,12131
390,6104
1805,6104
1805,12131
1972,12131
147,5643
147,13730
147,16599
147,17881
147,17884
147,18313
147,18460
147,21110
147,21724
147,22048
188,9682
188,13730
188,17881
188,17884
188,18460
188,21110
188,21192
188,21724
224,5643
224,9682
224,11221
224,13730
224,16599
224,17881
224,17884
224,18313
224,18460
224,21110
224,21192
224,22048
404,13730
404,17881
404,20111
404,21110
404,21724
985,9682
985,11221
985,13730
985,16599
985,17881
985,17884
985,18460
985,21110
985,21192
985,21724
985,22048
1318,5643
1318,16599
1318,17881
1318,17884
1318,18460
1318,21192
1318,21724
1769,5643
1769,9682
1769,13730
1769,17881
1769,17884
1769,18313
1769,18460
1769,21110
1769,21192
1769,21724
1769,22048
1908,9682
1908,11221
1908,13730
1908,16599
1908,17881
1908,17884
1908,18313
1908,18460
1908,21110
1908,21192
1908,21724
1908,22048
2095,5643
2095,9682
2095,13730
2095,16599
2095,17881
2095,17884
2095,18313
2095,18460
2095,21110
2095,21192
2095,21724
2095,22048
1190,10706
448,9941
448,13173
1552,9941
1552,11398
1155,10865
1302,19528
1615,12973
2411,6940
164,1241
191,1241
191,1243
191,11197
191,15909
631,1241
631,17248
1072,17248
1282,1241
1282,15909
1295,15909
1997,12451
2152,1241
2152,6407
2152,15909
2230,1241
2230,15909
2491,18528
2491,18687
2387,20821
133,18758
678,8962
961,14317
713,18498
1121,14109
1165,3695
1209,9717
1209,22003
2151,7338
1368,12442
890,4495
1652,14384
1868,4494
1895,7660
936,14004
1797,6004
457,8017
457,8018
667,7079
950,15942
2016,12006
828,10887
1391,2976
1901,17008
880,17285
880,17944
1021,17944
475,781
475,12747
62,361
62,6230
637,15920
1432,361
1432,6230
81,21683
337,19536
1345,16248
1345,17424
1345,18108
1345,19536
1345,21236
1345,21574
1345,21683
1419,14257
1419,17115
1419,17746
1419,18072
1419,18108
1419,18359
1419,18360
1419,20145
1419,21236
1419,21683
1528,256
1528,807
1528,13563
1528,16248
1528,16302
1528,16540
1528,17178
1528,17424
1528,17488
1528,17745
1528,17747
1528,19536
1528,19544
1528,19797
1528,20970
1528,21205
1528,21228
1528,21683
1798,18072
1798,18359
1798,18360
1798,19536
1798,21236
1798,21683
1850,250
1850,811
1850,11147
1850,13563
1850,14257
1850,16248
1850,16302
1850,16538
1850,16539
1850,16540
1850,17178
1850,17424
1850,17745
1850,18108
1850,18357
1850,18360
1850,19536
1850,19544
1850,19797
1850,20964
1850,21205
1850,21228
1850,21574
1850,21683
1861,256
1861,807
1861,811
1861,970
1861,5332
1861,5653
1861,12907
1861,13091
1861,14257
1861,16019
1861,16248
1861,16302
1861,16540
1861,17178
1861,17423
1861,17424
1861,17488
1861,17745
1861,19536
1861,19544
1861,20145
1861,21205
1861,21228
1861,21683
2256,21683
995,5178
1792,8494
528,21347
1992,1274
2018,5207
281,7824
199,5511
259,6734
259,10734
537,15825
1413,2788
1546,18354
1656,14169
2024,6734
2024,15825
2317,15825
335,2720
469,2720
469,18250
469,19257
902,941
42,16418
42,16541
42,18233
84,1917
84,13833
84,16418
84,16947
84,18233
85,16947
138,1882
138,16370
138,16947
167,1497
174,1882
174,3491
174,4278
174,6525
174,13833
174,16370
174,16418
174,16419
174,16947
174,18233
265,18233
276,1497
276,16419
414,16370
414,16419
414,16947
574,1882
574,1917
574,6762
574,13833
574,16370
574,16947
574,18233
574,20580
580,16541
749,1497
749,15430
749,16418
749,16541
749,18233
754,173
754,1490
754,1500
754,1533
754,1882
754,1907
754,1917
754,2123
754,2129
754,2130
754,2131
754,3491
754,3497
754,3518
754,3520
754,3521
754,4100
754,4297
754,5439
754,5443
754,5455
754,5464
754,5467
754,5485
754,5623
754,7461
754,7463
754,7469
754,7472
754,7473
754,7486
754,7487
754,9250
754,9270
754,9289
754,9482
754,9495
754,9497
754,9500
754,10133
754,11479
754,11487
754,11488
754,11492
754,11501
754,11513
754,13444
754,13455
754,13469
754,13833
754,14059
754,15432
754,15435
754,15438
754,15441
754,15449
754,15459
754,16370
754,16947
754,18233
754,19104
754,19642
754,19643
754,20215
754,20518
754,20850
754,20891
754,21858
876,1497
876,16799
897,1497
927,13833
927,16419
927,16947
953,18233
1031,13438
1187,1497
1187,1882
1187,1917
1187,13833
1187,16370
1187,16418
1187,16947
1187,18233
1187,20850
1226,1497
1226,1882
1226,13833
1226,16370
1226,16418
1226,16419
1226,16541
1226,16947
1226,18233
1226,20850
1227,1497
1227,1882
1227,3491
1227,4278
1227,13833
1227,16370
1227,16947
1227,18233
1227,20850
1228,1497
1228,1882
1228,3491
1228,13833
1228,16370
1228,16418
1228,16419
1228,16947
1228,18233
1299,1497
1299,4278
1299,16418
1299,16541
1299,18233
1299,20850
1344,1917
1344,13833
1344,16418
1344,16947
1344,18233
1387,6525
1458,1882
1458,16055
1458,16370
1458,16947
1538,1497
1584,16418
1584,16541
1584,18233
1584,20850
1590,1497
1590,2733
1853,1917
1853,13833
1853,16418
1853,16947
1853,18233
1862,1497
1980,16369
1980,16418
1980,16541
1980,18233
1980,20850
2031,9533
2031,16418
2031,16541
2031,18233
2086,1497
2086,1882
2086,13833
2086,16370
2086,16418
2086,16541
2086,16947
2086,18233
2086,20850
2303,1882
2303,13833
